time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2012-07-27T21:28:15.030Z,30.884,103.512,10,4.6,mb,67,41.7,,0.86,us,usp000jphb,2014-11-07T01:48:24.514Z,"eastern Sichuan, China",earthquake,,,,21,reviewed,us,us
2012-07-13T19:18:49.710Z,29.307,102.973,10,4.8,mb,38,87.6,,0.63,us,usp000jnzb,2014-11-07T01:48:19.624Z,"western Sichuan, China",earthquake,,,,9,reviewed,us,us
2012-06-24T07:59:34.860Z,27.767,100.781,10,5.5,mww,272,20,,1.06,us,usp000jn65,2017-10-11T20:09:23.580Z,"Sichuan-Yunnan border region, China",earthquake,,,,,reviewed,us,us
2012-06-12T13:40:42.150Z,28.111,104.416,21.6,4.7,mb,79,64.3,,0.94,us,usp000jmp1,2014-11-07T01:48:03.639Z,"eastern Sichuan, China",earthquake,,,,26,reviewed,us,us
2012-05-27T11:19:00.800Z,31.543,104.117,10,4.6,mb,46,97.7,,1.21,us,usp000jkzt,2014-11-07T01:47:53.890Z,"eastern Sichuan, China",earthquake,,,,14,reviewed,us,us
2012-04-14T20:31:22.550Z,29.318,100.088,14,4.9,mb,145,69,,0.89,us,usp000jhz8,2014-11-07T01:47:32.008Z,"western Sichuan, China",earthquake,,7.3,,74,reviewed,us,us
2011-12-25T16:46:54.330Z,31.279,103.81,38.8,4.8,mb,93,48.9,,0.94,us,usp000jcmz,2015-03-24T01:24:10.353Z,"eastern Sichuan, China",earthquake,,4.9,,40,reviewed,us,us
2011-12-25T08:11:41.290Z,32.661,105.479,10,4.6,mb,48,68,,0.68,us,usp000jcmf,2014-11-07T01:46:37.247Z,"Sichuan-Gansu border region, China",earthquake,,,,15,reviewed,us,us
2011-12-05T20:37:51.940Z,27.408,103.348,50.6,4.6,mb,42,80.1,,0.88,us,usp000jbvk,2014-11-07T01:46:31.434Z,"Sichuan-Yunnan-Guizhou region, China",earthquake,,8,,9,reviewed,us,us
2011-11-07T09:43:44.320Z,30.163,97.503,48.9,4.7,mb,45,93.5,,0.6,us,usp000jagx,2014-11-07T01:46:18.851Z,"eastern Xizang",earthquake,,7.4,,13,reviewed,us,us
2011-11-06T21:57:29.860Z,30.118,97.418,48.4,4.8,mb,90,46.7,,0.8,us,usp000jafu,2014-11-07T01:46:18.694Z,"eastern Xizang",earthquake,,5.3,,33,reviewed,us,us
2011-11-01T17:18:06.990Z,34.538,104.172,31.9,5,mb,179,51.7,,0.85,us,usp000ja74,2014-11-07T01:46:15.930Z,"Gansu, China",earthquake,,7.9,,119,reviewed,us,us
2011-10-31T21:58:19.580Z,32.531,105.319,39.5,5,mwc,330,18.5,,0.87,us,usp000ja64,2015-03-24T02:12:53.588Z,"Sichuan-Gansu border region, China",earthquake,,3.8,,,reviewed,us,gcmt
2011-10-28T01:40:50.250Z,32.28,104.819,11.7,4.8,mb,47,43.5,,0.88,us,usp000ja0b,2014-11-07T01:46:11.811Z,"Sichuan-Gansu border region, China",earthquake,,8.8,,18,reviewed,us,us
2011-09-04T04:13:44.480Z,31.194,103.765,10,4.5,mb,46,86.8,,1.25,us,usp000j7jy,2014-11-07T01:45:49.987Z,"eastern Sichuan, China",earthquake,,,,16,reviewed,us,us
2011-08-28T04:40:45.350Z,26.521,96.748,121.7,4.5,mb,54,74.1,,0.62,us,usp000j75n,2014-11-07T01:45:44.242Z,"Myanmar",earthquake,,6.9,,18,reviewed,us,us
2011-06-24T13:34:22.200Z,29.326,101.081,38.5,4.7,mb,73,64.8,,1.11,us,usp000j3p5,2014-11-07T01:45:09.785Z,"western Sichuan, China",earthquake,,9.5,,30,reviewed,us,us
2011-06-05T05:21:44.940Z,31.835,104.208,15.2,4.8,mb,107,45.8,,0.72,us,usp000j2r1,2014-11-07T01:45:02.017Z,"eastern Sichuan, China",earthquake,,,,38,reviewed,us,us
2011-05-15T07:05:32.140Z,32.503,105.421,10,5,mb,105,34.8,,0.93,us,usp000j1mq,2014-11-07T01:44:51.313Z,"Sichuan-Gansu border region, China",earthquake,,,,37,reviewed,us,us
2011-05-06T10:48:14.520Z,31.243,103.727,16.2,4.7,mb,86,64.8,,0.8,us,usp000j13p,2014-11-07T01:44:46.348Z,"eastern Sichuan, China",earthquake,,5.9,,45,reviewed,us,us
2011-05-02T05:48:43.490Z,33.768,98.941,24.2,4.5,mb,52,60.7,,1.06,us,usp000j0w4,2014-11-07T01:44:43.406Z,"Qinghai-Sichuan border region, China",earthquake,,13.1,,19,reviewed,us,us
2011-04-15T07:44:50.640Z,26.686,103.058,46.8,4.8,mb,111,50.9,,0.85,us,usp000hzzy,2014-11-07T01:44:33.702Z,"Yunnan, China",earthquake,,5.8,,68,reviewed,us,us
2011-04-10T09:02:47.380Z,31.373,100.757,42.7,5.4,mwc,143,52.8,,0.97,us,usp000hzn5,2014-11-07T01:44:30.914Z,"western Sichuan, China",earthquake,,6.3,,,reviewed,us,gcmt
2011-04-01T05:07:13.600Z,31.563,104.159,24.8,4.7,mb,62,48.5,,0.81,us,usp000hz1t,2015-03-24T02:27:13.752Z,"eastern Sichuan, China",earthquake,,7.5,,22,reviewed,us,us
2011-02-23T13:32:13.040Z,34.415,103.857,12.1,4.6,mb,49,58.4,,1.14,us,usp000huze,2014-11-07T01:43:43.235Z,"Gansu, China",earthquake,,10.3,,13,reviewed,us,us
2011-02-12T05:44:20.670Z,27.255,103.028,45.4,4.8,mb,92,52.4,,0.8,us,usp000hudj,2015-03-24T01:15:02.869Z,"Sichuan-Yunnan-Guizhou region, China",earthquake,,4.9,,41,reviewed,us,us
2011-01-13T15:16:28.720Z,32.205,104.477,35,4.8,mb,62,59.4,,1.08,us,usp000ht0z,2014-11-07T01:43:26.035Z,"Sichuan-Gansu border region, China",earthquake,,,,26,reviewed,us,us
2010-12-03T14:30:59.140Z,27.234,103.049,43,4.6,mb,34,80.9,,1.08,us,usp000hqfb,2014-11-07T01:43:03.618Z,"Sichuan-Yunnan-Guizhou region, China",earthquake,,9.7,,9,reviewed,us,us
2010-11-15T00:59:51.940Z,32.496,105.216,28.4,4.8,mb,64,51.3,,0.87,us,usp000hpnq,2014-11-07T01:42:55.412Z,"Sichuan-Gansu border region, China",earthquake,,11.8,,16,reviewed,us,us
2010-10-22T14:33:02.700Z,30.114,99.567,20,4.6,mb,17,124.4,,1.08,us,usp000hndr,2014-11-07T01:42:44.784Z,"western Sichuan, China",earthquake,,0,,1,reviewed,us,us
2010-10-21T10:00:29.280Z,32.121,104.648,29.4,4.7,mb,26,97.1,,0.56,us,usp000hnc4,2014-11-07T01:42:44.457Z,"Sichuan-Gansu border region, China",earthquake,,16.1,,4,reviewed,us,us
2010-10-17T21:49:42.070Z,28.031,104.212,35,5,mb,118,41.3,,1.03,us,usp000hn7u,2014-11-07T01:42:43.243Z,"eastern Sichuan, China",earthquake,,,,58,reviewed,us,us
2010-09-10T13:21:48.160Z,29.335,105.472,45,4.7,mb,61,55.4,,0.72,us,usp000hkhq,2017-04-13T22:25:31.783Z,"Sichuan-Chongqing border region, China",earthquake,,6.1,,26,reviewed,us,us
2010-08-29T00:53:31.450Z,27.197,103.005,35,4.9,mb,167,42.9,,1.11,us,usp000hjw4,2017-04-13T22:25:29.346Z,"Sichuan-Yunnan-Guizhou region, China",earthquake,,,,91,reviewed,us,us
2010-08-05T18:17:46.990Z,26.329,96.998,25.8,4.6,mb,42,79.3,,1.09,us,usp000hhm3,2014-11-07T01:42:11.412Z,"Myanmar",earthquake,,19.9,,10,reviewed,us,us
2010-06-30T08:31:45.270Z,32.313,104.908,32.9,4.8,mb,66,58,,0.69,us,usp000heqp,2014-11-07T01:41:45.905Z,"Sichuan-Gansu border region, China",earthquake,,10.5,,27,reviewed,us,us
2010-05-28T03:04:52.400Z,31.807,104.224,10,4.9,mb,142,48.3,,0.77,us,usp000hd97,2015-03-24T02:29:21.689Z,"eastern Sichuan, China",earthquake,,,,78,reviewed,us,us
2010-05-25T06:11:52.490Z,31.152,103.547,10,5,mwc,215,34.9,,0.8,us,usp000hd55,2016-11-10T02:28:39.167Z,"eastern Sichuan, China",earthquake,,,,,reviewed,us,gcmt
2010-04-27T20:22:27.720Z,30.432,101.424,10,5.1,mwc,92,39,,1.32,us,usp000hbzr,2016-11-10T02:27:33.933Z,"western Sichuan, China",earthquake,,,,,reviewed,us,gcmt
2010-04-15T18:30:19.260Z,33.061,96.647,10,4.9,mb,41,74,,0.77,us,usp000hbf2,2014-11-07T01:41:16.506Z,"southern Qinghai, China",earthquake,,,,13,reviewed,us,us
2010-04-15T04:00:07.900Z,33.017,96.946,10,4.6,mb,37,69.1,,1.41,us,usp000hbdq,2014-11-07T01:41:16.354Z,"southern Qinghai, China",earthquake,,,,15,reviewed,us,us
2010-04-14T03:15:46.180Z,33.071,96.617,10,5,mb,94,79.9,,0.67,us,usp000hbc6,2014-11-07T01:41:16.135Z,"southern Qinghai, China",earthquake,,,,46,reviewed,us,us
2010-04-14T00:59:46.200Z,32.955,97.099,10,4.5,mb,45,66,,0.93,us,usp000hbbz,2014-11-07T01:41:16.084Z,"Qinghai-Xizang-Sichuan border region",earthquake,,,,9,reviewed,us,us
2010-04-14T00:12:24.100Z,33.126,96.546,10,5.2,mb,150,67.8,,1.02,us,usp000hbbw,2014-11-07T01:41:16.057Z,"southern Qinghai, China",earthquake,,,,79,reviewed,us,us
2010-04-14T00:05:32.140Z,32.892,96.814,10,4.9,mb,51,69.1,,0.8,us,usp000hbbv,2014-11-07T01:41:16.053Z,"southern Qinghai, China",earthquake,,,,8,reviewed,us,us
2010-04-14T00:01:17.560Z,32.925,96.86,22.8,5.4,mb,133,41.9,,0.91,us,usp000hbbu,2014-11-07T01:41:16.042Z,"southern Qinghai, China",earthquake,,10.5,,69,reviewed,us,us
2010-04-13T23:49:38.330Z,33.165,96.548,17,6.9,mwc,410,14.9,,1.25,us,usp000hbbt,2017-04-26T18:10:48.411Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,us
2010-04-13T21:39:58.350Z,33.16,96.712,10,4.9,mwc,158,63.5,,0.86,us,usp000hbbf,2016-11-10T02:27:04.940Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,gcmt
2010-03-23T15:52:25.710Z,31.216,103.546,29.9,4.7,mb,32,99.7,,0.66,us,usp000h9wr,2014-11-07T01:41:05.064Z,"eastern Sichuan, China",earthquake,,13.9,,5,reviewed,us,us
2010-03-04T17:52:20.810Z,31.915,104.375,42.5,4.5,mb,26,61.1,,0.85,us,usp000h8q5,2014-11-07T01:40:55.396Z,"eastern Sichuan, China",earthquake,,9.1,,3,reviewed,us,us
2010-03-01T06:24:58.490Z,32.302,105.171,37.9,5,mb,55,52.7,,0.67,us,usp000h8c4,2014-11-07T01:40:51.950Z,"Sichuan-Gansu border region, China",earthquake,,6.2,,18,reviewed,us,us
2010-02-26T21:37:35.240Z,31.204,103.622,21.4,4.5,mb,47,65.2,,0.97,us,usp000h7qy,2014-11-07T01:40:45.255Z,"eastern Sichuan, China",earthquake,,9.1,,12,reviewed,us,us
2010-01-30T21:36:58.040Z,30.268,105.668,10,5.1,mb,137,27.1,,0.97,us,usp000h6t0,2017-04-26T18:10:06.426Z,"eastern Sichuan, China",earthquake,,,,71,reviewed,us,us
2010-01-01T02:08:21.900Z,26.29,99.866,10,5,mb,97,41.6,,0.97,us,usp000h5jq,2014-11-07T01:40:22.082Z,"Yunnan, China",earthquake,,,,35,reviewed,us,us
2009-12-10T19:23:17.100Z,27.151,100.895,48,4.5,mb,31,72,,1.05,us,usp000h4xs,2014-11-07T01:40:15.663Z,"Sichuan-Yunnan border region, China",earthquake,,9.2,,6,reviewed,us,us
2009-11-27T16:04:05.300Z,31.186,103.787,20,4.9,mwc,188,35.8,,1.11,us,usp000h4g4,2016-11-10T02:20:54.114Z,"eastern Sichuan, China",earthquake,,0,,,reviewed,us,gcmt
2009-11-23T07:25:22.730Z,30.959,103.386,10,4.6,mb,56,61.3,,0.88,us,usp000h4bh,2015-03-24T01:03:23.765Z,"eastern Sichuan, China",earthquake,,,,15,reviewed,us,us
2009-11-19T16:09:25.160Z,28.955,105.641,46.5,4.6,mb,55,68.8,,0.56,us,usp000h46v,2017-04-13T22:24:11.594Z,"Sichuan-Guizhou border region, China",earthquake,,5.3,,18,reviewed,us,us
2009-11-01T21:07:20.630Z,25.962,100.825,24.5,4.9,mwc,110,35.3,,0.71,us,usp000h3n9,2017-04-13T22:24:05.713Z,"Yunnan, China",earthquake,,9.5,,,reviewed,us,gcmt
2009-10-29T13:28:01.550Z,32.522,105.238,14.3,5.2,mb,137,52.8,,0.85,us,usp000h3j2,2015-03-24T02:13:14.449Z,"Sichuan-Gansu border region, China",earthquake,,12.4,,80,reviewed,us,us
2009-10-23T11:32:14.240Z,34.898,99.457,38.8,5.1,mb,70,54.1,,0.62,us,usp000h3am,2014-11-07T01:39:58.020Z,"southern Qinghai, China",earthquake,,5.4,,17,reviewed,us,us
2009-10-19T16:42:47.660Z,31.971,104.61,38,5.1,mb,129,47.3,,0.68,us,usp000h364,2015-03-24T01:02:41.754Z,"eastern Sichuan, China",earthquake,,5.1,,70,reviewed,us,us
2009-09-19T08:54:16.800Z,32.838,105.519,14.2,4.9,mwc,272,34,,0.84,us,usp000h1nn,2016-11-10T02:17:19.293Z,"Sichuan-Gansu border region, China",earthquake,,9.4,,,reviewed,us,gcmt
2009-07-31T21:54:41.540Z,31.765,104.181,41.1,4.6,mb,57,55.1,,0.51,us,usp000gzve,2014-11-07T01:39:23.520Z,"eastern Sichuan, China",earthquake,,5.1,,21,reviewed,us,us
2009-07-29T00:33:12.560Z,31.419,104.092,25.9,4.5,mb,21,102.2,,0.63,us,usp000gzry,2014-11-07T01:39:22.952Z,"eastern Sichuan, China",earthquake,,17.9,,2,reviewed,us,us
2009-07-17T14:35:40.860Z,31.392,104.137,10,4.9,mb,66,63,,0.84,us,usp000gzcw,2015-03-24T01:01:35.589Z,"eastern Sichuan, China",earthquake,,,,30,reviewed,us,us
2009-06-30T07:22:21.010Z,31.501,104.088,10,4.9,mwc,130,48.1,,0.89,us,usp000gysg,2016-11-10T02:13:58.244Z,"eastern Sichuan, China",earthquake,,,,,reviewed,us,gcmt
2009-06-30T05:40:25.210Z,31.464,104.111,10,4.9,mb,59,86.1,,0.72,us,usp000gyse,2014-11-07T01:39:12.626Z,"eastern Sichuan, China",earthquake,,,,23,reviewed,us,us
2009-06-29T19:51:01.490Z,31.515,104.148,10,4.7,mb,27,108.5,,0.85,us,usp000gyrw,2014-11-07T01:39:12.542Z,"eastern Sichuan, China",earthquake,,,,3,reviewed,us,us
2009-06-29T18:03:50.780Z,31.426,104.012,10,5.3,mwc,213,36.3,,0.8,us,usp000gyrs,2016-11-10T02:13:56.980Z,"eastern Sichuan, China",earthquake,,,,,reviewed,us,gcmt
2009-05-14T15:49:34.290Z,32.291,104.914,35.5,4.5,mb,87,58,,0.75,us,usp000gx43,2014-11-07T01:38:57.246Z,"Sichuan-Gansu border region, China",earthquake,,5,,33,reviewed,us,us
2009-04-14T02:29:25.510Z,25.961,99.907,40.3,4.7,mb,63,98,,0.58,us,usp000gw40,2014-11-07T01:38:46.367Z,"Yunnan, China",earthquake,,6.7,,28,reviewed,us,us
2009-04-13T20:37:14.980Z,25.967,99.944,42.1,4.9,mb,95,72.6,,0.71,us,usp000gw3p,2014-11-07T01:38:46.308Z,"Yunnan, China",earthquake,,7.8,,38,reviewed,us,us
2009-04-05T16:47:08.170Z,31.813,104.298,36.6,4.7,mb,79,56.6,,0.64,us,usp000gvt5,2014-11-07T01:38:44.310Z,"eastern Sichuan, China",earthquake,,5.1,,29,reviewed,us,us
2009-03-22T12:48:53.320Z,26.982,104.139,10,4.7,mb,54,51.8,,0.92,us,usp000gva7,2014-11-07T01:38:36.926Z,"Yunnan-Guizhou border region, China",earthquake,,,,21,reviewed,us,us
2009-03-19T05:43:31.840Z,32.203,105.091,15.5,4.8,mb,90,52.8,,0.74,us,usp000gv4w,2014-11-07T01:38:36.189Z,"Sichuan-Gansu border region, China",earthquake,,,,29,reviewed,us,us
2009-03-12T08:25:38.050Z,32.386,105.096,10,5.3,mb,188,37,,0.68,us,usp000gux3,2015-03-24T02:09:40.714Z,"Sichuan-Gansu border region, China",earthquake,,,,92,reviewed,us,us
2009-03-09T02:41:29.610Z,32.259,104.986,10,4.6,mb,32,85.1,,0.72,us,usp000gus4,2014-11-07T01:38:33.395Z,"Sichuan-Gansu border region, China",earthquake,,,,8,reviewed,us,us
2009-03-03T16:21:48.600Z,31.799,104.792,10,5.1,mb,110,46.5,,0.96,us,usp000gukf,2014-11-07T01:38:31.856Z,"eastern Sichuan, China",earthquake,,,,66,reviewed,us,us
2009-02-24T14:11:45.710Z,31.862,104.436,40.3,4.6,mb,14,116,,0.81,us,usp000guc4,2014-11-07T01:38:26.762Z,"eastern Sichuan, China",earthquake,,12.2,,1,reviewed,us,us
2009-02-08T15:17:14.320Z,31.378,103.945,36.7,4.7,mb,46,86.5,,0.6,us,usp000gtjd,2014-11-07T01:38:21.133Z,"eastern Sichuan, China",earthquake,,7,,10,reviewed,us,us
2009-02-07T21:21:10.600Z,30.883,103.273,42.3,4.9,mb,72,87.3,,0.67,us,usp000gthk,2015-03-24T02:27:45.396Z,"eastern Sichuan, China",earthquake,,6.4,,37,reviewed,us,us
2009-01-14T18:23:37.760Z,31.184,103.321,10,4.8,mwc,98,51,,1.02,us,usp000gskq,2016-11-10T02:06:38.796Z,"eastern Sichuan, China",earthquake,,12.5,,,reviewed,us,gcmt
2009-01-06T17:31:14.790Z,32.125,104.836,54.7,4.5,mb,17,113.6,,0.82,us,usp000gs9d,2014-11-07T01:38:10.556Z,"Sichuan-Gansu border region, China",earthquake,,12.2,,1,reviewed,us,us
2009-01-02T11:00:10.630Z,31.903,104.186,20,4.7,mb,54,54.2,,0.78,us,usp000gs0g,2014-11-07T01:38:08.058Z,"eastern Sichuan, China",earthquake,,,,20,reviewed,us,us
2008-12-29T06:18:22.620Z,32.275,105.098,10,5,mb,126,51.3,,0.87,us,usp000grs0,2015-03-24T00:57:40.912Z,"Sichuan-Gansu border region, China",earthquake,,,,66,reviewed,us,us
2008-12-23T00:33:18.450Z,31.274,103.215,10,4.6,mb,37,58.5,,0.74,us,usp000gr7j,2014-11-07T01:38:01.322Z,"eastern Sichuan, China",earthquake,,,,13,reviewed,us,us
2008-12-13T06:13:44.940Z,26.981,102.567,10,4.6,mb,26,136,,0.46,us,usp000gqgj,2014-11-07T01:37:57.725Z,"Sichuan-Yunnan border region, China",earthquake,,,,6,reviewed,us,us
2008-12-09T18:53:11.120Z,32.518,105.395,24.5,5.1,mwc,207,19.7,,0.77,us,usp000gq9u,2017-04-13T22:23:07.399Z,"Sichuan-Gansu border region, China",earthquake,,7.6,,,reviewed,us,gcmt
2008-12-07T14:10:43.320Z,31.917,104.192,10,4.5,mb,13,102.2,,0.94,us,usp000gq46,2014-11-07T01:37:55.119Z,"eastern Sichuan, China",earthquake,,,,2,reviewed,us,us
2008-12-07T03:02:21.690Z,31.619,104.369,10,4.6,mb,61,67.7,,1.01,us,usp000gq32,2014-11-07T01:37:54.927Z,"eastern Sichuan, China",earthquake,,,,27,reviewed,us,us
2008-12-04T13:57:41.530Z,31.186,103.348,10,4.8,mb,36,58.3,,1.12,us,usp000gpxb,2014-11-07T01:37:53.833Z,"eastern Sichuan, China",earthquake,,,,15,reviewed,us,us
2008-11-23T10:19:03.060Z,31.177,103.834,10,4.8,mb,61,64.7,,1.19,us,usp000gp94,2014-11-07T01:37:46.984Z,"eastern Sichuan, China",earthquake,,,,25,reviewed,us,us
2008-11-15T22:59:50.460Z,32.139,104.753,10,5,mwc,84,47.1,,0.76,us,usp000gnsu,2016-11-10T02:04:12.169Z,"Sichuan-Gansu border region, China",earthquake,,,,,reviewed,us,gcmt
2008-11-14T06:33:35.300Z,32.802,105.497,10,4.7,mb,62,55.7,,0.85,us,usp000gnnq,2014-11-07T01:37:44.148Z,"Sichuan-Gansu border region, China",earthquake,,,,32,reviewed,us,us
2008-11-14T03:27:09.030Z,32.037,102.97,10,4.7,mb,55,53.1,,1.24,us,usp000gnng,2014-11-07T01:37:44.101Z,"western Sichuan, China",earthquake,,,,23,reviewed,us,us
2008-11-04T12:43:13.710Z,32.056,104.479,10,4.9,mb,111,47.9,,0.89,us,usp000gmxw,2014-11-07T01:37:40.788Z,"Sichuan-Gansu border region, China",earthquake,,,,59,reviewed,us,us
2008-10-31T02:06:11.420Z,31.779,104.416,10,4.8,mb,86,54.8,,1.02,us,usp000gmft,2014-11-07T01:37:34.556Z,"eastern Sichuan, China",earthquake,,,,47,reviewed,us,us
2008-10-27T19:28:39.910Z,31.374,104.315,10,4.5,mb,8,172,,1,us,usp000gm5m,2014-11-07T01:37:32.931Z,"eastern Sichuan, China",earthquake,,,,1,reviewed,us,us
2008-10-24T17:50:33.320Z,31.382,103.911,10.2,4.6,mb,68,55.5,,1.03,us,usp000gkyj,2014-11-07T01:37:32.078Z,"eastern Sichuan, China",earthquake,,15.2,,30,reviewed,us,us
2008-10-23T21:56:04.550Z,32.453,105.262,10,4.8,mb,97,50.7,,0.75,us,usp000gkwb,2014-11-07T01:37:31.853Z,"Sichuan-Gansu border region, China",earthquake,,,,44,reviewed,us,us
2008-10-21T07:25:28.830Z,31.558,104.083,10,4.5,mb,37,60.2,,1.23,us,usp000gkqv,2014-11-07T01:37:30.967Z,"eastern Sichuan, China",earthquake,,,,16,reviewed,us,us
2008-10-16T09:46:16.830Z,31.117,103.612,10,4.6,mb,49,72.2,,0.9,us,usp000gkcd,2014-11-07T01:37:29.705Z,"eastern Sichuan, China",earthquake,,,,21,reviewed,us,us
2008-10-16T02:08:45.990Z,31.18,103.739,10,4.5,mb,33,73.4,,1.12,us,usp000gkbq,2014-11-07T01:37:29.638Z,"eastern Sichuan, China",earthquake,,,,16,reviewed,us,us
2008-10-09T16:29:51.500Z,29.314,104.809,19.3,4.6,mb,80,37.8,,0.89,us,usp000gjsu,2014-11-07T01:37:26.413Z,"eastern Sichuan, China",earthquake,,14.1,,43,reviewed,us,us
2008-10-04T12:11:46.480Z,31.82,104.097,10,4.7,mb,93,54.6,,0.91,us,usp000gja5,2014-11-07T01:37:23.518Z,"eastern Sichuan, China",earthquake,,,,41,reviewed,us,us
2008-10-03T17:53:57.130Z,31.575,103.977,10.1,4.6,mb,15,112.6,,0.88,us,usp000gj8a,2014-11-07T01:37:23.145Z,"eastern Sichuan, China",earthquake,,28.7,,1,reviewed,us,us
2008-09-30T01:16:39.350Z,26.33,101.826,10,4.7,mb,81,84.2,,1.05,us,usp000ghzw,2014-11-07T01:37:16.652Z,"Sichuan-Yunnan border region, China",earthquake,,,,27,reviewed,us,us
2008-09-19T16:29:30.980Z,31.151,103.693,10,4.5,mb,18,69.6,,0.49,us,usp000ghbw,2014-11-07T01:37:13.407Z,"eastern Sichuan, China",earthquake,,,,3,reviewed,us,us
2008-09-11T17:39:01.050Z,32.911,105.629,10,5.1,mwc,254,31.4,,0.84,us,usp000ggw3,2016-11-10T02:01:29.835Z,"Sichuan-Gansu border region, China",earthquake,,,,,reviewed,us,gcmt
2008-09-11T02:53:45.600Z,32.375,105.269,10,4.9,mb,64,72.9,,0.82,us,usp000ggum,2014-11-07T01:37:11.031Z,"Sichuan-Gansu border region, China",earthquake,,,,32,reviewed,us,us
2008-08-31T09:34:49.760Z,26.237,102.012,10,4.7,mb,117,52.8,,1.03,us,usp000gg2n,2014-11-07T01:37:02.319Z,"Sichuan-Yunnan border region, China",earthquake,,,,73,reviewed,us,us
2008-08-31T08:31:10.700Z,26.232,101.97,10,5.6,mwc,306,40.2,,0.79,us,usp000gg2j,2017-04-26T18:08:31.828Z,"Sichuan-Yunnan border region, China",earthquake,,,,,reviewed,us,gcmt
2008-08-30T08:30:53.010Z,26.241,101.889,11,6,mwc,373,26.4,,0.98,us,usp000gg00,2017-04-13T22:22:47.964Z,"Sichuan-Yunnan border region, China",earthquake,,,,,reviewed,us,gcmt
2008-08-23T16:14:57.220Z,32.675,105.975,10,4.6,mb,6,164,,1.81,us,usp000gfbb,2014-11-07T01:36:58.156Z,"Sichuan-Gansu border region, China",earthquake,,,,1,reviewed,us,us
2008-08-14T17:06:39.830Z,30.968,103.386,10,4.6,mb,67,56.8,,0.84,us,usp000gep3,2014-11-07T01:36:53.991Z,"eastern Sichuan, China",earthquake,,,,26,reviewed,us,us
2008-08-13T08:45:44.440Z,32.489,105.439,10,4.5,mb,24,119.1,,1.39,us,usp000gejc,2014-11-07T01:36:53.574Z,"Sichuan-Gansu border region, China",earthquake,,,,5,reviewed,us,us
2008-08-12T21:03:21.440Z,31.868,104.227,10,5,mb,188,38.8,,0.85,us,usp000geh0,2014-11-07T01:36:53.413Z,"eastern Sichuan, China",earthquake,,,,86,reviewed,us,us
2008-08-12T09:18:59.140Z,26.795,97.093,35,4.5,mb,16,142.8,,1.11,us,usp000geg9,2014-11-07T01:36:53.353Z,"Myanmar",earthquake,,,,2,reviewed,us,us
2008-08-09T12:10:20.930Z,32.735,105.511,10,4.6,mb,33,81,,0.82,us,usp000ge8y,2014-11-07T01:36:52.025Z,"Sichuan-Gansu border region, China",earthquake,,,,16,reviewed,us,us
2008-08-08T13:12:20.910Z,31.492,104.034,19.8,4.6,mb,56,55.2,,0.76,us,usp000ge6q,2014-11-07T01:36:51.749Z,"eastern Sichuan, China",earthquake,,,,23,reviewed,us,us
2008-08-07T08:15:34.790Z,32.138,104.636,10,4.9,mwc,252,41,,0.7,us,usp000ge1s,2016-11-10T01:59:47.175Z,"Sichuan-Gansu border region, China",earthquake,,,,,reviewed,us,gcmt
2008-08-06T12:01:11.780Z,32.793,105.628,10,4.5,mb,27,95.5,,0.59,us,usp000gdyy,2014-11-07T01:36:50.822Z,"Sichuan-Gansu border region, China",earthquake,,,,10,reviewed,us,us
2008-08-06T04:47:07.690Z,32.834,105.413,10,4.5,mb,46,79.7,,0.99,us,usp000gdyd,2014-11-07T01:36:50.767Z,"Sichuan-Gansu border region, China",earthquake,,,,20,reviewed,us,us
2008-08-06T03:42:31.170Z,32.66,105.526,33.5,4.7,mb,86,84.2,,0.73,us,usp000gdya,2014-11-07T01:36:50.756Z,"Sichuan-Gansu border region, China",earthquake,,11.3,,36,reviewed,us,us
2008-08-05T23:55:08.100Z,32.774,105.53,10,4.8,mb,113,47.1,,0.65,us,usp000gdxt,2014-11-07T01:36:50.704Z,"Sichuan-Gansu border region, China",earthquake,,,,45,reviewed,us,us
2008-08-05T09:49:17.260Z,32.756,105.494,6,6,mwc,449,35.8,,0.96,us,usp000gdw4,2017-04-13T22:22:43.252Z,"Sichuan-Gansu border region, China",earthquake,,,,,reviewed,us,gcmt
2008-08-03T12:04:49.270Z,32.942,105.682,10,4.5,mb,24,102,,1.1,us,usp000gdru,2014-11-07T01:36:49.546Z,"Sichuan-Gansu border region, China",earthquake,,,,7,reviewed,us,us
2008-08-01T18:12:19.570Z,32.44,105.224,22.4,4.9,mwc,130,35.8,,0.75,us,usp000gdm5,2016-11-10T01:59:32.363Z,"Sichuan-Gansu border region, China",earthquake,,8.7,,,reviewed,us,gcmt
2008-08-01T08:32:43.650Z,32.033,104.722,11,5.7,mwb,522,24.4,,0.72,us,usp000gdkc,2017-04-26T18:08:27.767Z,"Sichuan-Gansu border region, China",earthquake,,,,,reviewed,us,us
2008-07-28T23:52:08.090Z,31.273,103.833,10,4.6,mb,88,51.4,,0.86,us,usp000gdc2,2014-11-07T01:36:43.898Z,"eastern Sichuan, China",earthquake,,,,49,reviewed,us,us
